                 STATE             ST_ABB     YR       P_CAP         HWY        WATER       UTIL          PC         GSP       EMP      UNEMP
                 WISCONSIN           WI      1984     26225.89    10830.84     4956.72    10438.33     57440.23     65461     1949.2      7.3
                 WISCONSIN           WI      1985     26304.98    10872.29     5140.45    10292.24     58904.79     67469     1983.1      7.2
                 WISCONSIN           WI      1986     26400.60    10848.68     5292.62    10259.30     60241.65     70171     2023.9      7.0
                 WYOMING             WY      1970      3674.01     2696.26      282.35      695.41     14309.75      7924      108.3      4.5
                 WYOMING             WY      1971      3701.91     2736.69      275.04      690.19     14459.14      7504      111.0      4.5
                 WYOMING             WY      1972      3701.91     2760.91      270.68      670.32     14583.78      7807      117.3      4.0
                 WYOMING             WY      1973      3722.93     2785.44      261.83      675.66     14936.34      8067      126.1      3.5
                 WYOMING             WY      1974      3732.09     2804.60      258.49      669.00     15284.90      8831      136.5      3.6
                 WYOMING             WY      1975      3772.46     2796.67      262.73      713.06     15670.00      8949      146.0      4.2
                 WYOMING             WY      1976      3884.01     2804.28      273.45      806.27     19539.47      9057      156.5      4.1
                 WYOMING             WY      1977      4037.03     2898.34      291.64      847.04     19977.67      9779      170.5      3.6
                 WYOMING             WY      1978      4115.61     2920.85      294.73      900.04     20760.24     11038      187.4      3.3
                 WYOMING             WY      1979      4268.71     2950.53      313.47     1004.71     21643.50     11988      200.7      2.8
                 WYOMING             WY      1980      4399.69     2979.23      338.06     1082.40     22628.22     13027      210.2      4.0
                 WYOMING             WY      1981      4572.67     3005.62      379.19     1187.86     26330.20     13717      223.5      4.1
                 WYOMING             WY      1982      4731.98     3060.64      408.43     1262.90     27724.96     13056      217.7      5.8
                 WYOMING             WY      1983      4950.82     3119.98      445.59     1385.25     28586.46     11922      202.5      8.4
                 WYOMING             WY      1984      5184.73     3195.68      476.57     1512.48     28794.80     12073      204.3      6.3
                 WYOMING             WY      1985      5448.38     3295.92      523.01     1629.45     29326.94     12022      206.9      7.1
                 WYOMING             WY      1986      5700.41     3400.96      565.58     1733.88     27110.51     10870      196.3      9.0
